"isocode","country","year","population","city_population","ln_population","city_pop_share","total_land_area","ln_wpot","post","ln_wpot_post","ln_all","ln_nworld","ln_oworld","ln_spot","ln_silagemaize","ln_maize","ln_cassava","cont_africa","cont_asia","cont_europe","cont_oceania","legor_gbr","legor_fra","legor_soc","legor_deu","legor_sca","colony_esp","colony_gbr","colony_fra","colony_prt","colony_oeu","ln_rugged","ln_tropical","ln_elevation","ln_disteq","malaria","ln_dist_coast","roman","protestant","attrade","ln_export","ydum1000","ydum1100","ydum1200","ydum1300","ydum1400","ydum1500","ydum1600","ydum1700","ydum1750","ydum1800","ydum1850","ydum1900","wpot_lr_vs_mars","all_lr_vs_mars","ln_wpot_ver2","ln_wpot_ver3","lat","lon"
"NOR","Norway",1800,899999.976158142,0,13.710150718689,0,31808,5.88332223892212,1,5.88332223892212,6.00388717651367,5.88332223892212,5.48893785476685,0,3.36729574203491,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.879262983798981,0,6.32924795150757,4.16615343093872,0,3.99819922447205,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,502,283,6.3885612487793,5.3844952583313,64.4669876098633,14.0817270278931
"NPL","Nepal",1800,3923563.00354004,0,15.1825113296509,0,14725,1.3862943649292,1,1.3862943649292,7.17088842391968,6.85961484909058,6.59714555740356,6.65544033050537,6.85961484909058,6.85856485366821,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.61790502071381,0,7.65110969543457,3.34157252311707,0.0203361049865832,6.54860067367554,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268,1757,5.36597585678101,2.19722461700439,28.2635345458984,83.9307708740234
"NZL","New Zealand",1800,200000.002980232,0,12.2060775756836,0,26617,5.89989757537842,1,5.89989757537842,8.19891452789307,7.2363395690918,8.12799549102783,0,7.2363395690918,4.67282867431641,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.712054967880249,0,6.17997264862061,3.73303604125977,0,3.68428230285645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1675,4981,7.15383386611938,6.49072360992432,-41.8058433532715,171.47770690918
"OMN","Oman",1800,300000.011920929,0,12.6115407943726,0,31009,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.103111371397972,0,5.63465261459351,3.02504801750183,0.00858553027186133,4.73543119430542,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.5949954986572,56.1036338806152
"PAK","Pakistan",1800,15094202.041626,0,16.529821395874,0,79847,5.17614984512329,1,5.17614984512329,8.28979015350342,7.86057090759277,7.51643323898315,5.06259489059448,7.86057090759277,7.50494194030762,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.667071282863617,0,6.92051124572754,3.40018558502197,0.0477112178452982,6.37999439239502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,856,3854,6.70808410644531,5.74939298629761,29.9696636199951,69.3954620361328
"PHL","Philippines",1800,2500000,77000,14.7318019866943,0.030799999833107,29331,0,1,0,8.86375713348389,8.45212078094482,8.56731605529785,8.45212078094482,0,6.40191698074341,8.35913467407227,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.707076072692871,10.2761087417603,5.77544403076172,2.46294093132019,1.43793066517845,3.02368402481079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,9478,1.60943794250488,1.0986123085022,11.7392854690552,122.868110656738
"PNG","Papua New Guinea",1800,1009.24307480454,0,6.91794633865356,0,46648,0,1,0,8.35373306274414,6.64248657226562,7.36644506454468,6.53233432769775,0,0,6.64248657226562,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.463414698839188,10.7504072189331,6.44849348068237,1.8681777715683,8.37029439867546,4.28134202957153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15404,0,0,-6.47648429870605,145.25244140625
"POL","Poland",1800,9e+06,180000,16.0127353668213,0.0199999995529652,30983,9.51635360717773,1,9.51635360717773,9.91798210144043,9.51635360717773,9.65226554870605,0,9.32963371276855,8.32554817199707,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1.21489238739014,0,5.15692138671875,3.95363306999207,0.000230113638944653,5.64728307723999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16132,25775,9.84728717803955,9.5402193069458,52.1243934631348,19.4007701873779
"PRK","Korea, Democratic People's Republic",1800,2553765.29693604,68000,14.7530794143677,0.0266273487359285,12443,7.40184164047241,1,7.40184164047241,7.66152715682983,7.45703220367432,7.57455825805664,0,7.45703220367432,7.37838363647461,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.924524307250977,0,6.36547803878784,3.69245076179504,0.000428775845707132,4.16763257980347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2575,1473,7.59236621856689,7.56889581680298,40.1431083679199,127.173606872559
"PRT","Portugal",1800,2750000,304000,14.827112197876,0.110545456409454,8780,7.63578701019287,1,7.63578701019287,8.03073501586914,7.63578701019287,7.99125385284424,0,4.62497282028198,2.89037179946899,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.26577490568161,0,5.78858041763306,3.67865872383118,0.0541975074193848,4.28752660751343,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2885,1826,8.0320348739624,7.710205078125,39.5932502746582,-8.53129577636719
"QAT","Qatar",1800,13794.9306517839,0,9.53212928771973,0,1107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.71016848087311,0,3.24709749221802,3.23050928115845,0.00271771676116472,2.74353218078613,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.292537689209,51.1985626220703
"ROU","Romania",1800,5500000,0,15.5202589035034,0,23593,8.8362283706665,1,8.8362283706665,9.53285884857178,8.8362283706665,9.43851089477539,0,8.62550926208496,7.75619554519653,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.236348986625671,0,5.98241853713989,3.82522654533386,0.00458069019704499,5.90702867507935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9768,10109,9.27762508392334,8.87038230895996,45.843189239502,24.985860824585
"RUS","Russian Federation",1800,25749185.5621338,509000,17.0639133453369,0.0197676159441471,1674146,11.8902997970581,1,11.8902997970581,12.191577911377,11.8902997970581,12.0635814666748,0,11.3871812820435,9.57324600219727,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.062186986207962,0,5.93843603134155,4.1269793510437,0.00890115685097197,7.51859283447266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215330,235993,12.2392950057983,12.0479679107666,61.9903984069824,96.7112731933594
"RWA","Rwanda",1800,819304.227828979,0,13.6162118911743,0,2450,0,1,0,4.85981225967407,4.36944770812988,4.17438745498657,4.1588830947876,0,2.7725887298584,4.36944770812988,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.19676959514618,7.43162488937378,7.44489145278931,0.69450831413269,0.426129597919159,6.8531289100647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,156,2.30258512496948,0,-2.00272417068481,29.9228191375732
"SAU","Saudi Arabia",1800,2e+06,0,14.5086584091187,0,195304,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.0899811685085297,0,6.46610355377197,3.18210101127625,0.00230310884887802,5.72000789642334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0973281860352,44.5619735717773
"SDN","Sudan",1800,5e+06,0,15.4249486923218,0,248838,0,1,0,11.1636657714844,10.5987577438354,10.0997943878174,10.1692686080933,0,10.5987577438354,9.9618034362793,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.817435383796692,10.8485450744629,6.2778525352478,2.63096284866333,18.9971852473872,6.82165575027466,0,0,0,11.2636785507202,0,0,0,0,0,0,0,0,0,1,0,0,0,84174,0,0,13.8871355056763,30.0899467468262
"SEN","Senegal",1800,880791.425704956,0,13.6885776519775,0,19510,0,1,0,9.09504127502441,8.42332172393799,6.55393362045288,7.63288545608521,0,8.42332172393799,4.98360681533813,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.40999281406403,8.82896900177002,3.95653796195984,2.66454982757568,15.9280107351558,5.10922384262085,0,0,0,11.1568937301636,0,0,0,0,0,0,0,0,0,1,0,0,0,11485,0,0,14.3614826202393,-14.4744749069214
"SLB","Solomon Islands",1800,50.3993978782091,0,3.93962645530701,0,2802,0,1,0,5.01063537597656,1.7917594909668,2.39789533615112,1.7917594909668,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.431544005870819,7.93844556808472,5.48889827728271,2.1855297088623,4.32950520569273,1.50054538249969,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,530,0,0,-8.89535903930664,159.601058959961
"SLE","Sierra Leone",1800,673206.508159637,0,13.4198093414307,0,7203,0,1,0,8.07309150695801,7.72001791000366,7.9398717880249,7.71824073791504,0,6.17378616333008,7.72001791000366,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.696303188800812,8.88239192962646,5.3149242401123,2.14718413352966,18.8089419280976,4.6138744354248,0,0,0,9.4181547164917,0,0,0,0,0,0,0,0,0,1,0,0,0,4071,0,0,8.56071758270264,-11.7910308837891
"SOM","Somalia",1800,898454.487323761,0,13.7084321975708,0,64448,0,1,0,6.63594675064087,5.52942895889282,5.47646331787109,0,0,5.52942895889282,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.4304358959198,0,6.04208135604858,1.80187201499939,8.62269109820639,4.84771347045898,0,0,0,8.08226299285889,0,0,0,0,0,0,0,0,0,1,0,0,1,1720,0.6931471824646,0,6.06098318099976,45.8672790527344
"SVK","Slovakia",1800,1887118.69716644,0,14.4505624771118,0,4815,7.14282751083374,1,7.14282751083374,7.76472043991089,7.14282751083374,7.62315320968628,0,6.897705078125,6.17586708068848,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.444512397050858,0,6.09924745559692,3.88581395149231,0.00233802881185638,6.31974697113037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1626,1566,7.59488439559937,7.08924293518066,48.7065658569336,19.4870128631592
"SVN","Slovenia",1800,428089.85710144,0,12.9670906066895,0,2004,6.56807804107666,1,6.56807804107666,6.8617115020752,6.66440916061401,6.69084215164185,0,6.66440916061401,6.04973363876343,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.914610385894775,0,6.32998895645142,3.83106446266174,0.00561500899659188,4.52195310592651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,822,507,6.76272964477539,6.4922399520874,46.1115989685059,14.8229284286499
"SWE","Sweden",1800,2500000,75000,14.7318019866943,0.0299999993294477,44358,8.13476085662842,1,8.13476085662842,8.74193572998047,8.13476085662842,8.54927349090576,0,7.39878606796265,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.334815502166748,0,5.7652792930603,4.1395845413208,0,5.41346979141235,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7031,6465,8.8502311706543,8.56178379058838,62.7767219543457,16.7593116760254
"SWZ","Swaziland",1800,27875.9114444256,0,10.2355537414551,0,1770,4.14313459396362,1,4.14313459396362,6.2324481010437,5.69035959243774,5.17048406600952,4.18965482711792,0,5.69035959243774,1.7917594909668,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.11934959888458,3.94946980476379,6.44538450241089,3.27958369255066,3.57533380865722,4.73701238632202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,183,148,5.06259489059448,4.36944770812988,-26.5647087097168,31.5014915466309
"SYR","Syria",1800,1250000,162000,14.0386552810669,0.129600003361702,18603,4.96981334686279,1,4.96981334686279,7.46965408325195,5.11198759078979,7.4529824256897,0,5.11198759078979,5.01727962493896,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.280298709869385,0,6.25376510620117,3.5557496547699,0.0514879121305736,5.50163602828979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,475,1283,6.0063533782959,5.26269006729126,35.0140571594238,38.4976615905762
"TCD","Chad",1800,1332775.1159668,0,14.1027746200562,0,128075,0,1,0,10.1729803085327,9.82951831817627,9.0189380645752,8.74432849884033,0,9.82951831817627,8.42266273498535,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.868767738342285,9.75148105621338,6.24287748336792,2.73208570480347,21.5598509426785,7.13520431518555,0,0,0,11.3656206130981,0,0,0,0,0,0,0,0,0,1,0,0,0,33003,0,0,15.3648986816406,18.6666030883789
"TGO","Togo",1800,460234.522819519,0,13.039493560791,0,5720,0,1,0,8.26126861572266,7.71601533889771,8.06714916229248,7.71601533889771,0,7.41034698486328,7.61825132369995,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.27203571796417,8.65189933776855,5.5541844367981,2.14340305328369,21.8317347528709,5.57733058929443,0,0,0,11.5817070007324,0,0,0,0,0,0,0,0,0,1,0,0,0,4050,0,0,8.52841186523438,0.977211713790894
"THA","Thailand",1800,3e+06,45000,14.9141235351562,0.0149999996647239,51603,0,1,0,9.9892520904541,9.63076019287109,9.69566345214844,9.63076019287109,0,9.0436954498291,9.61099433898926,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0495443642139435,10.8468008041382,5.65275812149048,2.71517658233643,6.45542007687549,5.26802062988281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,29296,4.40671920776367,0,15.1072769165039,101.017845153809
"TJK","Tajikistan",1800,525101.482868195,0,13.1713485717773,0,14277,1.60943794250488,1,1.60943794250488,7.02908754348755,4.33073329925537,6.68710851669312,0,4.33073329925537,4.33073329925537,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.66785538196564,0,7.99843740463257,3.65136456489563,0.0259588931110406,7.31704330444336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,997,4.34380531311035,2.56494927406311,38.5271987915039,71.038330078125
"TKM","Turkmenistan",1800,415212.571620941,0,12.9365482330322,0,46904,0,1,0,4.31748819351196,3.21887588500977,2.0794415473938,0,3.21887588500977,3.21887588500977,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1.25890183448792,0,5.29223537445068,3.66852784156799,0.0515590356620997,7.16039800643921,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,39.1941604614258,59.1775016784668
"TLS","Timor-Leste",1800,67742.645740509,0,11.1234855651855,0,1448,0,1,0,6.47389078140259,6.33505439758301,6.29526615142822,6.33505439758301,0,6.03787088394165,6.04500532150269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.615042746067047,7.27862882614136,6.2450065612793,2.17776393890381,0.207862376657894,2.61951875686646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,396,0,0,-8.82654666900635,125.857803344727
"TUN","Tunisia",1800,800000.011920929,90000,13.5923681259155,0.112499997019768,15342,5.64897441864014,1,5.64897441864014,7.12528324127197,6.20253562927246,7.05875825881958,0,6.20253562927246,6.20253562927246,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.31970688700676,0,5.53454780578613,3.52989172935486,0.127394882898837,4.74098300933838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,735,719,6.72982406616211,5.66988086700439,34.1202735900879,9.57859420776367
"TUR","Turkey",1800,9500000,873000,16.0668029785156,0.0918947383761406,77823,7.42714405059814,1,7.42714405059814,9.79031848907471,7.42714405059814,9.57817268371582,0,6.95844841003418,6.80016994476318,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.963248074054718,0,7.03874588012695,3.66513442993164,0.0178444178830596,5.02930498123169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7324,10216,8.45765590667725,8.01035976409912,39.0613899230957,35.1736450195312
"TZA","Tanzania",1800,3e+06,0,14.9141235351562,0,93819,8.07620429992676,1,8.07620429992676,10.8621282577515,10.5106134414673,9.86162376403809,10.0470685958862,0,10.5106134414673,10.0278272628784,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.389417320489883,11.3246421813965,6.92615365982056,1.83506095409393,7.46505007394233,6.04221343994141,0,0,0,11.140983581543,0,0,0,0,0,0,0,0,0,1,0,0,6168,47680,8.58522605895996,8.10982608795166,-6.26551628112793,34.8255500793457
"UGA","Uganda",1800,2500000,0,14.7318019866943,0,24219,2.70805025100708,1,2.70805025100708,9.29486560821533,9.05788803100586,8.9528636932373,8.77291965484619,0,7.54062175750732,9.05788803100586,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0907602161169052,10.0725116729736,7.06571865081787,0.248089581727982,7.56531986338122,6.813072681427,0,0,0,6.13601303100586,0,0,0,0,0,0,0,0,0,1,0,0,45,10831,3.68887948989868,3.36729574203491,1.28157472610474,32.3884696960449
"UKR","Ukraine",1800,9324117.66052246,42000,16.0481147766113,0.00450444780290127,59512,9.95617485046387,1,9.95617485046387,10.5272045135498,9.95617485046387,10.459210395813,0,9.73180961608887,9.37915420532227,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.87745463848114,0,5.18757820129395,3.89200186729431,0.0218602156180363,5.90237188339233,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32535,42554,10.3569803237915,10.2153739929199,49.0088920593262,31.4107418060303
"UZB","Uzbekistan",1800,2164861.20223999,70000,14.5878677368164,0.0323346368968487,44519,0,1,0,7.82164335250854,5.66296052932739,7.65586423873901,0,5.66296052932739,5.66296052932739,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.642570734024048,0,5.90206384658813,3.72890472412109,0.0483089456080095,7.40631675720215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,3055,4.61512041091919,0,41.633487701416,63.340892791748
"VNM","Viet Nam",1800,4e+06,110000,15.2018051147461,0.0274999998509884,33391,0,1,0,8.84764766693115,8.2374792098999,8.5008602142334,8.2374792098999,6.0867748260498,5.69035959243774,8.01367378234863,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.719712197780609,9.845778465271,5.98071241378784,2.81201863288879,6.43427177156665,4.72567081451416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,12429,2.56494927406311,0,16.643482208252,106.306442260742
"YEM","Yemen",1800,2500000,0,14.7318019866943,0,42328,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.842908084392548,0,6.84854888916016,2.76401162147522,0.591886165745201,5.00352764129639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.863353729248,47.5796089172363
"YUG","Serbia and Montenegro",1800,2072248.4588623,0,14.5441455841064,0,10159,8.06054019927979,1,8.06054019927979,8.57697010040283,8.06054019927979,8.49882507324219,0,7.79893350601196,7.00306558609009,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.514756083488464,0,6.29201221466064,3.78113555908203,0.008281338579258,5.46939182281494,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4208,3593,8.38685703277588,8.11850547790527,43.8658218383789,20.5985946655273
"ZAF","South Africa",1800,1397181.63013458,0,14.1499681472778,0,122230,8.40938568115234,1,8.40938568115234,9.59342384338379,8.7061595916748,8.97043228149414,6.33150196075439,7.90617895126343,8.7061595916748,5.35658645629883,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.56562876701355,5.39389419555664,6.94294548034668,3.36741733551025,0.93810474517265,5.72581052780151,0,0,0,5.0180401802063,0,0,0,0,0,0,0,0,0,1,0,0,8619,6123,9.008713722229,8.68236827850342,-29.0035247802734,25.0935878753662
"ZAR","Congo, Democratic Republic",1800,5333333.49227905,0,15.4894876480103,0,233470,5.72684764862061,1,5.72684764862061,11.4803400039673,11.046594619751,11.0762634277344,10.8894166946411,0,9.26293277740479,11.046594619751,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.813441812992096,12.3081083297729,6.54689121246338,1.05753529071808,12.2439994091878,6.9246506690979,0,0,0,12.1975145339966,0,0,0,0,0,0,0,0,0,1,0,0,485,170531,6.57646942138672,5.07517385482788,-2.87926554679871,23.6575584411621
"ZMB","Zambia",1800,5e+05,0,13.1223649978638,0,74837,7.41216039657593,1,7.41216039657593,10.6344604492188,10.3487501144409,9.74864482879639,9.51133346557617,0,10.3487501144409,9.00638675689697,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.630015075206757,9.45895004272461,7.03066349029541,2.59954071044922,5.69462975252612,6.80298137664795,0,0,0,7.90209054946899,0,0,0,0,0,0,0,0,0,1,0,0,4093,54111,8.22871112823486,7.33628559112549,-13.4575548171997,27.7942905426025
"ZWE","Zimbabwe",1800,250000,0,12.429220199585,0,38940,4.83628177642822,1,4.83628177642822,9.63167858123779,9.19125938415527,6.51767110824585,5.59098720550537,0,9.19125938415527,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.177594780921936,8.09323406219482,6.88158988952637,2.94445371627808,3.96706684730521,6.21478033065796,0,0,0,5.84385013580322,0,0,0,0,0,0,0,0,0,1,0,0,532,13244,5.75257253646851,5.26269006729126,-19.000280380249,29.8687610626221
